Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,ICTVRatified,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,AssocID,DatabaseDOI,Release_Date,Collection_Date,NCBIAccession
rhinolophus affinis,horseshoe bat sarbecovirus,59477,3068538,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Horseshoe bat sarbecovirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,8,14,2021,12,10,,,2023-08-14,2021-12-10,OR233291.1
rhinolophus affinis,horseshoe bat sarbecovirus,59477,3068538,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Horseshoe bat sarbecovirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,8,14,2022,11,1,,,2023-08-14,2022-11-01,OR233315.1
rhinolophus affinis,horseshoe bat sarbecovirus,59477,3068538,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Horseshoe bat sarbecovirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,8,14,2022,11,3,,,2023-08-14,2022-11-03,"OR233322.1, OR233324.1"
rhinolophus affinis,horseshoe bat sarbecovirus,59477,3068538,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Horseshoe bat sarbecovirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,8,14,2022,11,4,,,2023-08-14,2022-11-04,"OR233323.1, OR233328.1"
rhinolophus affinis,horseshoe bat sarbecovirus,59477,3068538,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Horseshoe bat sarbecovirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,8,14,2022,6,24,,,2023-08-14,2022-06-24,OR233292.1
rhinolophus affinis,horseshoe bat sarbecovirus,59477,3068538,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Horseshoe bat sarbecovirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,8,14,2022,6,26,,,2023-08-14,2022-06-26,"OR233325.1, OR233327.1"
rhinolophus affinis,horseshoe bat sarbecovirus,59477,3068538,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Horseshoe bat sarbecovirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,8,14,2022,6,27,,,2023-08-14,2022-06-27,OR233326.1
rhinolophus affinis,horseshoe bat sarbecovirus,59477,3068538,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Horseshoe bat sarbecovirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,8,14,2022,6,28,,,2023-08-14,2022-06-28,OR233304.1
rhinolophus affinis,sarbecovirus sp.,59477,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2017,4,,,,2021-09-22,2017-04,"OK017610.1, OK017611.1"
rhinolophus affinis,sarbecovirus sp.,59477,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2017,5,,,,2021-09-22,2017-05,"OK017612.1, OK017613.1"
rhinolophus affinis,sarbecovirus sp.,59477,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2017,8,,,,2021-09-22,2017-08,"OK017614.1, OK017792.1"
rhinolophus affinis,sarbecovirus sp.,59477,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2020,9,,,,2021-09-22,2020-09,OK017793.1
rhinolophus affinis,sarbecovirus sp.,59477,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2021,3,,,,2021-09-22,2021-03,OK017640.1
rhinolophus affinis,sarbecovirus sp.,59477,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2021,5,,,,2021-09-22,2021-05,"OK017650.1, OK017651.1"
rhinolophus affinis,sarbecovirus sp.,59477,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2021,7,,,,2021-09-22,2021-07,OK017654.1
rhinolophus affinis,sarbecovirus sp.,59477,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,8,1,2023,9,,,,2025-08-01,2023-09,PQ189573.1
rhinolophus blasii,betacoronavirus pandemicum,519037,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus blasii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,PCR/Sequencing,PCR,HP3,Olival et al. 2017 Nature,2010,Drexler et al. 2010,,,,,,,,211370,https://doi.org/10.5281/zenodo.596810,,,
rhinolophus cornutus,betacoronavirus pandemicum,196296,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus cornutus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2013,12,3,2013,,,,,2013-12-03,2013,"AB889995.1, AB889996.1, AB889997.1, AB889998.1, AB889999.1, AB890000.1"
rhinolophus cornutus,betacoronavirus pandemicum,196296,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus cornutus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,11,5,2013,,,,,2020-11-05,2013,LC556375.1
rhinolophus cornutus,betacoronavirus pandemicum,196296,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus cornutus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,PCR/Sequencing,PCR,Shaw,Shaw et al. 2020 Mol Ecol,,http://www.ncbi.nlm.nih.gov/nuccore/AB890000.1,,,,,,,,211372,https://doi.org/10.1111/mec.15463,,,
rhinolophus cornutus,sarbecovirus sp.,196296,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus cornutus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,10,1,2020,6,,,,2022-10-01,2020-06,LC663958.1
rhinolophus cornutus,sarbecovirus sp.,196296,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus cornutus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,10,1,2020,9,,,,2022-10-01,2020-09,LC663959.1
rhinolophus cornutus,sarbecovirus sp.,196296,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus cornutus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,9,3,2020,9,,,,2022-09-03,2020-09,LC663793.1
rhinolophus euryale,betacoronavirus pandemicum,109476,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus euryale,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,PCR/Sequencing,PCR,HP3,Olival et al. 2017 Nature,2010,Drexler et al. 2010,,,,,,,,211376,https://doi.org/10.5281/zenodo.596810,,,
rhinolophus euryale,sarbecovirus sp.,109476,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus euryale,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,12,25,2014,7,23,,,2021-12-25,2014-07-23,"OL791347.1, OL791348.1, OL791349.1, OL791352.1, OL791353.1, OL791354.1"
rhinolophus euryale,sarbecovirus sp.,109476,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus euryale,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,12,25,2014,7,24,,,2021-12-25,2014-07-24,"OL791356.1, OL791357.1, OL791358.1, OL791359.1"
rhinolophus ferrumequinum,betacoronavirus cameli,59479,3433633,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus cameli,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,23,2020,9,21,,,2022-05-23,2020-09-21,ON378807.1
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2006,7,13,,,,,,2006-07-13,,DQ412042.1
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2014,10,30,2012,,,,,2014-10-30,2012,KF294456.1
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2015,12,31,2012,,,,,2015-12-31,2012,KJ473811.1
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2015,12,31,2013,,,,,2015-12-31,2013,"KJ473812.1, KJ473813.1"
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2015,8,19,2013,5,23,,,2015-08-19,2013-05-23,"KP886808.1, KP886809.1"
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,1,2012,9,18,,,2017-11-01,2012-09-18,KY417145.1
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,2,21,,,2017-11-14,2013-02-21,KX285156.1
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,7,19,2016,,,,,2017-07-19,2016,"KY502395.1, KY502396.1"
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,"MN312832.1, MN312833.1, MN312834.1, MN312835.1, MN312857.1, MN312867.1, MN312868.1, MN312869.1"
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,12,7,,,,,,2021-12-07,,OL405720.1
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,26,2018,7,4,,,2022-03-26,2018-07-04,OK663615.1
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,23,2020,3,20,,,2022-05-23,2020-03-20,ON378802.1
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,Isolation/Observation,Isolation,HP3,Olival et al. 2017 Nature,2006,Calisher et al. 2006,,,,,,,,211396,https://doi.org/10.5281/zenodo.596810,,,
rhinolophus ferrumequinum,betacoronavirus pandemicum,59479,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,2006,,,,,,211395,https://doi.org/10.1038/sdata.2015.49,,,89514809
rhinolophus ferrumequinum,betacoronavirus sp.,59479,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,3,19,2014,8,1,,,2018-03-19,2014-08-01,"KY423375.1, KY423379.1, KY423381.1, KY423383.1, KY423388.1, KY423389.1, KY423390.1, KY423391.1, KY423392.1, KY423393.1, KY423394.1, KY423403.1"
rhinolophus ferrumequinum,betacoronavirus sp.,59479,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,3,19,2015,3,5,,,2018-03-19,2015-03-05,KY423376.1
rhinolophus ferrumequinum,betacoronavirus sp.,59479,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,3,19,2015,6,19,,,2018-03-19,2015-06-19,KY423411.1
rhinolophus ferrumequinum,betacoronavirus sp.,59479,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,3,19,2015,6,21,,,2018-03-19,2015-06-21,"KY423380.1, KY423382.1, KY423384.1, KY423385.1, KY423386.1, KY423387.1"
rhinolophus ferrumequinum,betacoronavirus sp.,59479,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,3,19,2015,6,5,,,2018-03-19,2015-06-05,"KY423412.1, KY423413.1, KY423435.1, KY423436.1"
rhinolophus ferrumequinum,betacoronavirus sp.,59479,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,3,19,2015,8,17,,,2018-03-19,2015-08-17,"KY423377.1, KY423378.1, KY423395.1, KY423396.1, KY423397.1, KY423398.1, KY423399.1, KY423400.1, KY423401.1, KY423402.1, KY423404.1, KY423405.1, KY423406.1, KY423407.1, KY423408.1, KY423409.1, KY423414.1, KY423415.1, KY423416.1, KY423417.1, KY423418.1, KY423419.1, KY423420.1, KY423421.1, KY423422.1, KY423423.1, KY423424.1, KY423425.1, KY423426.1, KY423427.1, KY423428.1, KY423429.1, KY423430.1, KY423431.1, KY423432.1, KY423433.1, KY423434.1, KY423437.1, KY423438.1"
rhinolophus ferrumequinum,betacoronavirus sp.,59479,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,3,19,2015,8,8,,,2018-03-19,2015-08-08,KY423410.1
rhinolophus ferrumequinum,betacoronavirus sp.,59479,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,9,26,2017,,,,,2020-09-26,2017,MN823618.1
rhinolophus ferrumequinum,sarbecovirus sp.,59479,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2016,4,28,2013,8,,,,2016-04-28,2013-08,KU182964.1
rhinolophus ferrumequinum,sarbecovirus sp.,59479,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,4,19,2012,,,,,2017-04-19,2012,KY770860.1
rhinolophus ferrumequinum,sarbecovirus sp.,59479,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,7,31,2016,4,17,,,2017-07-31,2016-04-17,KY938558.1
rhinolophus ferrumequinum,sarbecovirus sp.,59479,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,12,25,2014,7,16,,,2021-12-25,2014-07-16,"OL791364.1, OL791365.1, OL791367.1, OL791368.1, OL791369.1, OL791370.1"
