Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,ICTVRatified,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,AssocID,DatabaseDOI,Release_Date,Collection_Date,NCBIAccession
Myotis pilosus,scotophilus bat coronavirus 512,203696,693999,TRUE,TRUE,FALSE,Myotis,Vespertilionidae,chiroptera,Mammalia,Myotis ricketti,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,6,1,,,,,
Myotis siligorensis,bat coronavirus anlong 57/43,258940,,TRUE,FALSE,FALSE,Myotis,Vespertilionidae,chiroptera,Mammalia,Myotis siligorensis,alphacoronavirus,coronaviridae,nidovirales,,strain of Bat Coronavirus Anlong 57/43,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,8,1,,,,,
Myotis siligorensis,bat coronavirus hku6,258940,393045,TRUE,TRUE,FALSE,Myotis,Vespertilionidae,chiroptera,Mammalia,Myotis siligorensis,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of bat coronavirus HKU6,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,5,1,,,,,
Myotis siligorensis,rhinolophus bat coronavirus hku2,258940,693998,TRUE,TRUE,FALSE,Myotis,Vespertilionidae,chiroptera,Mammalia,Myotis siligorensis,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU2,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,8,1,,,,,
Myotis velifer,coronavirus mex_cov-7,9435,1289553,TRUE,TRUE,FALSE,Myotis,Vespertilionidae,chiroptera,Mammalia,Myotis velifer,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-7,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2010,7,1,,,,,"KC117208, KC117209"
Myotis velifer,coronavirus mex_cov-7,9435,1289553,TRUE,TRUE,FALSE,Myotis,Vespertilionidae,chiroptera,Mammalia,Myotis velifer,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-7,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2010,9,1,,,,,KC117213
Myotis welwitschii,kenya bat coronavirus btky33/2006,160974,2042642,TRUE,TRUE,FALSE,Myotis,Vespertilionidae,chiroptera,Mammalia,Myotis welwitschii,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus BtKY33/2006,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,7,1,,,,,
Myotis welwitschii,kenya bat coronavirus btky66/65/63/60,160974,,TRUE,FALSE,FALSE,Myotis,Vespertilionidae,chiroptera,Mammalia,Myotis welwitschii,alphacoronavirus,coronaviridae,nidovirales,,strain of Kenya bat coronavirus BtKY66/65/63/60,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,7,1,,,,,
Myotis welwitschii,kenya bat coronavirus/btky66/65/63/60,160974,,TRUE,FALSE,FALSE,Myotis,Vespertilionidae,chiroptera,Mammalia,Myotis welwitschii,alphacoronavirus,coronaviridae,nidovirales,,kenya bat coronavirus/btky66/65/63/60,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,7,24,,,,,MT125373
Neoromicia somalicus,eidolon bat coronavirus,258944,,TRUE,FALSE,FALSE,Neoromicia,Vespertilionidae,chiroptera,Mammalia,Neoromicia somalicus,betacoronavirus,coronaviridae,nidovirales,,strain of Eidolon bat coronavirus,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2018,5,1,,,,,
Nyctalus plancyi,bat coronavirus hku6,375553,393045,TRUE,TRUE,FALSE,Nyctalus,Vespertilionidae,chiroptera,Mammalia,Nyctalus plancyi,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of bat coronavirus HKU6,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,6,1,,,,,KX285184
Nycteris tragata,predict_cov-87,479723,,TRUE,FALSE,FALSE,Nycteris,Nycteridae,chiroptera,Mammalia,Nycteris tragata,alphacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-87,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,10,1,,,,,MT891181
Nyctinomops laticaudatus,coronavirus mex_cov-9,27627,1289555,TRUE,TRUE,FALSE,Nyctinomops,Molossidae,chiroptera,Mammalia,Nyctinomops laticaudatus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2010,8,1,,,,,KC117195
Otomops martiensseni,chaerephon bat coronavirus/kenya/ky22/2006,258867,983929,TRUE,TRUE,FALSE,Otomops,Molossidae,chiroptera,Mammalia,Otomops martiensseni,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Chaerephon bat coronavirus/Kenya/KY22/2006,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2015,10,1,,,,,
Pipistrellus coromandra,coronavirus predict cov-34,258946,2042559,TRUE,TRUE,FALSE,Pipistrellus,Vespertilionidae,chiroptera,Mammalia,Pipistrellus coromandra,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-34,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,2,1,,,,,KX285763
Pipistrellus coromandra,predict_cov-87,258946,,TRUE,FALSE,FALSE,Pipistrellus,Vespertilionidae,chiroptera,Mammalia,Pipistrellus coromandra,alphacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-87,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,11,1,,,,,"MT891184, MT891185"
Pipistrellus coromandra,scotophilus bat coronavirus 512,258946,693999,TRUE,TRUE,FALSE,Pipistrellus,Vespertilionidae,chiroptera,Mammalia,Pipistrellus coromandra,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,5,1,,,,,KX285778
Pipistrellus hesperidus,middle east respiratory syndrome-related coronavirus,294653,1335626,TRUE,TRUE,FALSE,Pipistrellus,Vespertilionidae,chiroptera,Mammalia,Pipistrellus hesperidus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,MERS-like Coronovirus,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,2,1,,,,,"KX285225, "
Pipistrellus pipistrellus,coronavirus predict cov-57,59474,2042581,TRUE,TRUE,FALSE,Pipistrellus,Vespertilionidae,chiroptera,Mammalia,Pipistrellus pipistrellus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-57,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,7,1,,,,,"KX285209, KX285207, KX285208"
Pipistrellus pipistrellus,coronavirus predict cov-60,59474,2042584,TRUE,TRUE,FALSE,Pipistrellus,Vespertilionidae,chiroptera,Mammalia,Pipistrellus pipistrellus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-60,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,7,1,,,,,KX285198
Pipistrellus pipistrellus,coronavirus predict cov-61,59474,2042585,TRUE,TRUE,FALSE,Pipistrellus,Vespertilionidae,chiroptera,Mammalia,Pipistrellus pipistrellus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-61,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,7,1,,,,,"KX285210, KX285211, KX285212, KX285213"
Pipistrellus pipistrellus,pipistrellus bat coronavirus hku5,59474,694008,TRUE,TRUE,FALSE,Pipistrellus,Vespertilionidae,chiroptera,Mammalia,Pipistrellus pipistrellus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU5,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,7,1,,,,,"KX285197, KX285199, KX285200"
Pteronotus parnellii,coronavirus mex_cov-10,59476,1289545,TRUE,TRUE,FALSE,Pteronotus,Mormoopidae,chiroptera,Mammalia,Pteronotus parnellii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-10,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2010,11,1,,,,,KC117198
Pteronotus parnellii,coronavirus predict cov-10,59476,2042537,TRUE,TRUE,FALSE,Pteronotus,Mormoopidae,chiroptera,Mammalia,Pteronotus parnellii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-10,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2012,12,1,,,,,"KX285801, KX285799, KX285800"
Pteronotus personatus,coronavirus mex_cov-11b,118856,1289556,TRUE,TRUE,FALSE,Pteronotus,Mormoopidae,chiroptera,Mammalia,Pteronotus personatus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-11,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2010,11,1,,,,,KC117200
Pteropus alecto,betacoronavirus 1,9402,694003,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Betacoronavirus 1 (bat),FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,8,1,,,,,KX285045
Pteropus alecto,coronavirus predict cov-67,9402,2042591,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-67,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,8,1,,,,,"KX285038, KX285039, KX285042"
Pteropus alecto,coronavirus predict cov-68,9402,2042592,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-68,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,8,1,,,,,"KX285040, KX285041, KX285043, KX285044, KX285046"
Pteropus alecto,predict_cov-16,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,9,17,,,,,MT064816
Pteropus alecto,predict_cov-16,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,9,2,,,,,MT064810
Pteropus alecto,predict_cov-16,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,9,4,,,,,"MT064811, MT064812"
Pteropus alecto,predict_cov-16,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,9,5,,,,,"MT064813, MT064814, MT064815"
Pteropus alecto,predict_cov-16,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,2,21,,,,,"MT064667, MT064668"
Pteropus alecto,predict_cov-16,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,7,23,,,,,MT064714
Pteropus alecto,predict_cov-16,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,7,29,,,,,MT064713
Pteropus alecto,predict_cov-16,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,7,30,,,,,"MT064712, MT064711"
Pteropus alecto,predict_cov-16,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,7,31,,,,,MT064710
Pteropus alecto,predict_cov-16,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2018,1,16,,,,,MT064737
Pteropus alecto,predict_cov-16,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2018,7,14,,,,,MT064738
Pteropus alecto,predict_cov-73,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,12,18,,,,,MT083144
Pteropus alecto,predict_cov-83,9402,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,,predict_cov-83,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,2,21,,,,,"MT083197, MT083162"
Pteropus alecto,rousettus bat coronavirus hku9,9402,694006,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus alecto,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,bat coronavirus hku9,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,12,28,,,,,MT083146
Pteropus conspicillatus,predict_cov-67,328804,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus conspicillatus,betacoronavirus,coronaviridae,nidovirales,,predict_cov-67,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2018,1,17,,,,,"MT083195, MT083193, MT083196"
Pteropus conspicillatus,predict_cov-67,328804,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus conspicillatus,betacoronavirus,coronaviridae,nidovirales,,predict_cov-67,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2018,7,6,,,,,MT083187
Pteropus lylei,predict_cov-16,166054,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus lylei,betacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2016,11,1,,,,,
Pteropus vampyrus,alphacoronavirus 1,132908,693997,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus giganteus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Alphacoronavirus 1 (bat),FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,9,1,,,,,KX284943
Pteropus vampyrus,avian coronavirus,132908,694014,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus giganteus,gammacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Infectious bronchitis virus (IBV),FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2009,11,1,,,,,KC692413
Pteropus vampyrus,avian coronavirus,132908,694014,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus giganteus,gammacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Infectious bronchitis virus (IBV),FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2009,12,1,,,,,
Pteropus vampyrus,betacoronavirus 1,132908,694003,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus giganteus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Betacoronavirus 1 (bat),FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2009,12,1,,,,,KC692414
Pteropus vampyrus,coronavirus pgcov-1,132908,1403203,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus giganteus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-16,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2009,12,1,,,,,KC692415
Pteropus vampyrus,coronavirus pgcov-2,132908,1403204,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus giganteus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-17,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2006,1,1,,,,,KC692416
Pteropus vampyrus,coronavirus predict cov-17,132908,2042543,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus giganteus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-17,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,9,1,,,,,"KX284941, KX284942, KX286016"
Pteropus vampyrus,coronavirus predict cov-45,132908,2042571,TRUE,TRUE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus giganteus,gammacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-45,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,9,1,,,,,KX284944
Pteropus vampyrus,predict_cov-16,132908,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus giganteus,betacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-16,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,11,1,,,,,
Rhinolophus acuminatus,predict_cov-78,320431,,TRUE,FALSE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus acuminatus,alphacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-78,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2018,4,1,,,,,
Rhinolophus affinis,coronavirus predict cov-39,59477,2042564,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus affinis,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-39,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2010,12,1,,,,,"KX285119, KX285120"
Rhinolophus affinis,hipposideros_bat_alphacoronavirus_ mj/67c,59477,,TRUE,FALSE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus affinis,alphacoronavirus,coronaviridae,nidovirales,,strain of Hipposideros_Bat_Alphacoronavirus_ MJ/67C,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2018,7,1,,,,,
Rhinolophus affinis,rhinolophus bat coronavirus hku2,59477,693998,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus affinis,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU2,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2016,6,1,,,,,
Rhinolophus affinis,severe acute respiratory syndrome-related coronavirus,59477,694009,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus affinis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of SARS-related betacoronavirus Rp3/2004,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2016,5,1,,,,,
Rhinolophus alcyone,kenya bat coronavirus btky83/59/58,249024,,TRUE,FALSE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus alcyone,alphacoronavirus,coronaviridae,nidovirales,,strain of Kenya bat coronavirus BtKY83/59/58,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2018,5,1,,,,,
Rhinolophus alcyone,kenya bat coronavirus/btky83/59/58,249024,,TRUE,FALSE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus alcyone,alphacoronavirus,coronaviridae,nidovirales,,kenya bat coronavirus/btky83/59/58,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2018,5,9,,,,,MT082121
Rhinolophus arcuatus,predict_cov-110,76834,,TRUE,FALSE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus arcuatus,alphacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-110,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2015,8,1,,,,,
Rhinolophus blasii,bat alphacoronavirus/gs2013/hub2013,519037,,TRUE,FALSE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus blasii,alphacoronavirus,coronaviridae,nidovirales,,strain of Bat Alphacoronavirus/GS2013/HuB2013,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2018,6,1,,,,,
Rhinolophus clivosus,coronavirus predict cov-43,59478,2042569,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus clivosus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-43,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,5,1,,,,,"KX285821, KX285808, KX285811, KX285813, KX285814, KX285815, KX285816"
Rhinolophus clivosus,coronavirus predict cov-44,59478,2042570,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus clivosus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-43,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,5,1,,,,,KX285810
Rhinolophus clivosus,coronavirus predict cov-65,59478,2042589,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus clivosus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-65,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,5,1,,,,,"KX285807, KX285809"
Rhinolophus clivosus,coronavirus predict cov-70,59478,2042593,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus clivosus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-70,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,5,1,,,,,KX285812
Rhinolophus clivosus,human coronavirus 229e,59478,11137,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus clivosus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus 229E (Bat strain),TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,5,1,,,,,KX285803
Rhinolophus coelophyllus,bat coronavirus 1,867891,2042696,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus coelophyllus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,11,1,,,,,"KX285452, KX285453"
Rhinolophus creaghi,coronavirus predict cov-51,178895,2042575,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus creaghi,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-51,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2012,12,1,,,,,KX286261
Rhinolophus creaghi,predict_cov-105,178895,,TRUE,FALSE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus creaghi,betacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-105,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2018,10,1,,,,,
Rhinolophus euryale,bat alphacoronavirus/gs2013/hub2013,109476,,TRUE,FALSE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus euryale,alphacoronavirus,coronaviridae,nidovirales,,strain of Bat Alphacoronavirus/GS2013/HuB2013,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,8,1,,,,,
Rhinolophus euryale,bat coronavirus bm48-31/bgr/2008,109476,864596,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus euryale,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus BM48-31/BGR/2008,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,8,1,,,,,
